id,time,latitude,longitude,wifi,addr
19,27MAR2013:00:06:02,43.70724020,-72.28606230,in[mclaughlin],Bildner Hall; 10; Maynard Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
19,27MAR2013:00:26:02,43.70723590,-72.28607370,in[mclaughlin],Bildner Hall; 10; Maynard Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
19,27MAR2013:00:46:02,43.70718960,-72.28613750,in[mclaughlin],Bildner Hall; 10; Maynard Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
19,27MAR2013:01:06:02,43.70718520,-72.28613290,in[mclaughlin],Bildner Hall; 10; Maynard Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
19,27MAR2013:01:26:02,43.70720580,-72.28612560,in[mclaughlin],Bildner Hall; 10; Maynard Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
19,27MAR2013:01:46:02,43.70722750,-72.28605200,in[mclaughlin],Bildner Hall; 10; Maynard Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
19,27MAR2013:02:06:02,43.70723050,-72.28609890,in[mclaughlin],Bildner Hall; 10; Maynard Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
19,27MAR2013:02:26:02,43.70723420,-72.28607570,in[mclaughlin],Bildner Hall; 10; Maynard Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
19,27MAR2013:02:46:02,43.70721390,-72.28613970,in[mclaughlin],Bildner Hall; 10; Maynard Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
19,27MAR2013:03:06:02,43.70714520,-72.28620420,in[mclaughlin],Berry Hall; 10; Maynard Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
19,27MAR2013:03:26:03,43.70725830,-72.28604390,in[mclaughlin],Bildner Hall; 10; Maynard Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
19,27MAR2013:03:46:02,43.70725650,-72.28604210,,Bildner Hall; 10; Maynard Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
19,27MAR2013:04:06:02,43.70725960,-72.28604150,in[mclaughlin],Bildner Hall; 10; Maynard Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
19,27MAR2013:04:26:02,43.70724820,-72.28609160,,Bildner Hall; 10; Maynard Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
19,27MAR2013:04:46:02,43.70723190,-72.28607080,in[mclaughlin],Bildner Hall; 10; Maynard Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
19,27MAR2013:05:06:02,43.70722430,-72.28613770,in[mclaughlin],Bildner Hall; 10; Maynard Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
19,27MAR2013:05:26:02,43.70720900,-72.28612260,in[mclaughlin],Bildner Hall; 10; Maynard Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
19,27MAR2013:05:46:02,43.70721790,-72.28613960,in[mclaughlin],Bildner Hall; 10; Maynard Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
19,27MAR2013:06:06:04,43.70724170,-72.28607290,,Bildner Hall; 10; Maynard Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
19,27MAR2013:06:26:02,43.70724790,-72.28606180,in[mclaughlin],Bildner Hall; 10; Maynard Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
19,27MAR2013:06:46:02,43.70724800,-72.28611210,in[mclaughlin],Bildner Hall; 10; Maynard Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
19,27MAR2013:07:06:02,43.70722960,-72.28613500,in[mclaughlin],Bildner Hall; 10; Maynard Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
19,27MAR2013:07:26:02,43.70723590,-72.28609180,in[mclaughlin],Bildner Hall; 10; Maynard Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
19,27MAR2013:07:46:02,43.70723300,-72.28613630,in[mclaughlin],Bildner Hall; 10; Maynard Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
19,27MAR2013:08:06:02,43.70724670,-72.28607040,in[mclaughlin],Bildner Hall; 10; Maynard Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
19,27MAR2013:08:26:02,43.70722880,-72.28611620,in[mclaughlin],Bildner Hall; 10; Maynard Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
19,27MAR2013:08:46:02,43.70726820,-72.28607470,in[mclaughlin],Bildner Hall; 10; Maynard Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
19,27MAR2013:09:06:02,43.70718820,-72.28617550,in[mclaughlin],Bildner Hall; 10; Maynard Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
19,27MAR2013:09:26:02,43.70724390,-72.28607320,in[mclaughlin],Bildner Hall; 10; Maynard Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
19,27MAR2013:09:46:02,43.70726130,-72.28602460,in[mclaughlin],Bildner Hall; 10; Maynard Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
19,27MAR2013:10:06:03,43.70884570,-72.28390170,,Class of 1978 Life Sciences Center; 78; College Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
19,27MAR2013:10:26:02,43.70884500,-72.28390190,in[lsb],Class of 1978 Life Sciences Center; 78; College Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
19,27MAR2013:10:46:02,43.70875170,-72.28369990,in[lsb],Class of 1978 Life Sciences Center; 78; College Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
19,27MAR2013:11:06:02,43.70868220,-72.28363660,in[lsb],Class of 1978 Life Sciences Center; 78; College Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
19,27MAR2013:11:26:02,43.70725250,-72.28601520,in[mclaughlin],Bildner Hall; 10; Maynard Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
19,27MAR2013:11:46:02,43.70726570,-72.28606100,in[mclaughlin],Bildner Hall; 10; Maynard Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
19,27MAR2013:12:06:02,43.70716800,-72.28613030,in[mclaughlin],Bildner Hall; 10; Maynard Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
19,27MAR2013:12:26:03,43.70624210,-72.28907050,,Haldeman Center; 29; N Main St; Hanover; Grafton County; New Hampshire; 03755; United States of America
19,27MAR2013:12:46:02,43.70619900,-72.28910760,in[kemeny],Haldeman Center; 29; N Main St; Hanover; Grafton County; New Hampshire; 03755; United States of America
19,27MAR2013:13:06:02,43.70610880,-72.28923830,in[kemeny],Haldeman Center; 29; N Main St; Hanover; Grafton County; New Hampshire; 03755; United States of America
19,27MAR2013:13:26:02,43.70626710,-72.28908610,in[kemeny],Haldeman Center; 29; N Main St; Hanover; Grafton County; New Hampshire; 03755; United States of America
19,27MAR2013:13:46:03,43.70352840,-72.28981150,,McNutt Hall; 10; N Main St; Hanover; Grafton County; New Hampshire; 03755; United States of America
19,27MAR2013:14:06:03,43.70273490,-72.28992970,,Collis Student Center; 2; N Main St; Hanover; Grafton County; New Hampshire; 03755; United States of America
19,27MAR2013:14:26:02,43.70279850,-72.29001470,,Collis Student Center; 2; N Main St; Hanover; Grafton County; New Hampshire; 03755; United States of America
19,27MAR2013:14:46:02,43.70280020,-72.29001650,in[hopkins],Collis Student Center; 2; N Main St; Hanover; Grafton County; New Hampshire; 03755; United States of America
19,27MAR2013:15:06:02,43.70278930,-72.29001990,in[hopkins],Collis Student Center; 2; N Main St; Hanover; Grafton County; New Hampshire; 03755; United States of America
19,27MAR2013:15:26:03,43.70280400,-72.29000570,,Collis Student Center; 2; N Main St; Hanover; Grafton County; New Hampshire; 03755; United States of America
19,27MAR2013:15:46:02,43.70282560,-72.29004780,in[hopkins],Collis Student Center; 2; N Main St; Hanover; Grafton County; New Hampshire; 03755; United States of America
19,27MAR2013:16:06:02,43.70281800,-72.29003050,in[hopkins],Collis Student Center; 2; N Main St; Hanover; Grafton County; New Hampshire; 03755; United States of America
19,27MAR2013:16:26:02,43.70281900,-72.29003160,in[hopkins],Collis Student Center; 2; N Main St; Hanover; Grafton County; New Hampshire; 03755; United States of America
19,27MAR2013:16:46:02,43.70281890,-72.29003120,in[hopkins],Collis Student Center; 2; N Main St; Hanover; Grafton County; New Hampshire; 03755; United States of America
19,27MAR2013:17:06:02,43.70280190,-72.29002520,in[hopkins],Collis Student Center; 2; N Main St; Hanover; Grafton County; New Hampshire; 03755; United States of America
19,27MAR2013:17:26:02,43.70281890,-72.29002830,in[hopkins],Collis Student Center; 2; N Main St; Hanover; Grafton County; New Hampshire; 03755; United States of America
19,27MAR2013:17:46:02,43.70280530,-72.29002590,in[hopkins],Collis Student Center; 2; N Main St; Hanover; Grafton County; New Hampshire; 03755; United States of America
19,27MAR2013:18:06:02,43.70281610,-72.29003710,in[hopkins],Collis Student Center; 2; N Main St; Hanover; Grafton County; New Hampshire; 03755; United States of America
19,27MAR2013:18:26:02,43.70281440,-72.29001720,in[hopkins],Collis Student Center; 2; N Main St; Hanover; Grafton County; New Hampshire; 03755; United States of America
19,27MAR2013:18:46:02,43.70280380,-72.29002120,in[hopkins],Collis Student Center; 2; N Main St; Hanover; Grafton County; New Hampshire; 03755; United States of America
19,27MAR2013:19:06:02,43.70282390,-72.29004440,in[hopkins],Collis Student Center; 2; N Main St; Hanover; Grafton County; New Hampshire; 03755; United States of America
19,27MAR2013:19:26:02,43.70282080,-72.29001240,in[hopkins],Collis Student Center; 2; N Main St; Hanover; Grafton County; New Hampshire; 03755; United States of America
19,27MAR2013:19:46:02,43.70281040,-72.29002580,in[hopkins],Collis Student Center; 2; N Main St; Hanover; Grafton County; New Hampshire; 03755; United States of America
19,27MAR2013:20:06:02,43.70280550,-72.29001880,in[hopkins],Collis Student Center; 2; N Main St; Hanover; Grafton County; New Hampshire; 03755; United States of America
19,27MAR2013:20:26:02,43.70280510,-72.29001030,in[hopkins],Collis Student Center; 2; N Main St; Hanover; Grafton County; New Hampshire; 03755; United States of America
19,27MAR2013:20:45:59,43.70024816,-72.29095179,,63 South Main Street Parking Deck; 16; School Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
19,27MAR2013:21:06:04,43.69989810,-72.29158200,,Marshall Parking Lot; 4; Maple Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
19,27MAR2013:21:26:02,43.69987400,-72.29161820,,Marshall Parking Lot; 4; Maple Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
19,27MAR2013:21:46:02,43.69990820,-72.29157200,,Marshall Parking Lot; 4; Maple Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
19,27MAR2013:22:06:02,43.69992590,-72.29159960,,Marshall Parking Lot; 4; Maple Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
19,27MAR2013:22:26:02,43.69992250,-72.29161990,,Marshall Parking Lot; 4; Maple Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
19,27MAR2013:22:46:02,43.69991760,-72.29158200,,Marshall Parking Lot; 4; Maple Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
19,27MAR2013:23:06:02,43.69987920,-72.29157490,,Marshall Parking Lot; 4; Maple Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
19,27MAR2013:23:26:02,43.69987130,-72.29157780,,Marshall Parking Lot; 4; Maple Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
19,27MAR2013:23:46:02,43.69994490,-72.29160050,,Marshall Parking Lot; 4; Maple Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
19,28MAR2013:00:06:02,43.69994530,-72.29160390,,Marshall Parking Lot; 4; Maple Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
19,28MAR2013:00:26:02,43.69989760,-72.29158730,,Marshall Parking Lot; 4; Maple Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
19,28MAR2013:00:46:02,43.69988710,-72.29156500,,Marshall Parking Lot; 4; Maple Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
19,28MAR2013:01:06:02,43.69988710,-72.29156500,,Marshall Parking Lot; 4; Maple Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
19,28MAR2013:01:26:02,43.69994180,-72.29165800,,Marshall Parking Lot; 4; Maple Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
19,28MAR2013:01:46:02,43.69991730,-72.29159350,,Marshall Parking Lot; 4; Maple Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
19,28MAR2013:02:06:02,43.69991730,-72.29159350,,Marshall Parking Lot; 4; Maple Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
19,28MAR2013:02:26:02,43.69988880,-72.29157690,,Marshall Parking Lot; 4; Maple Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
19,28MAR2013:02:46:02,43.69987200,-72.29157980,,Marshall Parking Lot; 4; Maple Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
19,28MAR2013:03:06:02,43.69986650,-72.29155530,,Marshall Parking Lot; 4; Maple Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
19,28MAR2013:03:26:02,43.69990780,-72.29160230,,Marshall Parking Lot; 4; Maple Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
