id,time,latitude,longitude,wifi,addr
27,27MAR2013:13:09:48,43.70660120,-72.28698740,in[sudikoff],Sudikoff Hall; 9; Maynard Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
27,27MAR2013:13:29:48,43.70660510,-72.28698020,in[sudikoff],Sudikoff Hall; 9; Maynard Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
27,27MAR2013:13:49:48,43.70660380,-72.28698660,in[sudikoff],Sudikoff Hall; 9; Maynard Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
27,27MAR2013:14:09:48,43.70661110,-72.28699030,in[sudikoff],Sudikoff Hall; 9; Maynard Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
27,27MAR2013:14:09:49,43.70661220,-72.28699410,,Sudikoff Hall; 9; Maynard Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
27,27MAR2013:14:49:48,43.70659340,-72.28699260,in[sudikoff],Sudikoff Hall; 9; Maynard Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
27,27MAR2013:15:09:48,43.70660420,-72.28701630,in[sudikoff],Sudikoff Hall; 9; Maynard Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
27,27MAR2013:18:47:53,43.70287018,-72.29016014,,Collis Student Center; 2; N Main St; Hanover; Grafton County; New Hampshire; 03755; United States of America
27,27MAR2013:20:10:37,43.70265926,-72.28940187,,Collis Student Center; 2; N Main St; Hanover; Grafton County; New Hampshire; 03755; United States of America
27,28MAR2013:12:46:08,43.70889340,-72.28400380,,Class of 1978 Life Sciences Center; 78; College Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
27,28MAR2013:13:06:10,43.70516600,-72.28856620,,Baker Memorial Library; 3; Wentworth Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
27,28MAR2013:13:26:07,43.70516900,-72.28857750,in[baker-berry],Baker Memorial Library; 3; Wentworth Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
27,28MAR2013:13:46:07,43.70518990,-72.28857860,in[baker-berry],Baker Memorial Library; 3; Wentworth Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
27,28MAR2013:14:06:08,43.70136510,-72.28718200,,Black Family Visual Arts Center; 22; Lebanon Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
27,28MAR2013:14:26:07,43.70133600,-72.28715580,in[vac],Black Family Visual Arts Center; 22; Lebanon Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
27,28MAR2013:14:46:07,43.70115180,-72.28764220,in[vac],Hopkins Center for the Arts; 4; East Wheelock Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
27,28MAR2013:15:06:08,43.70303090,-72.28700340,,Bartlett Hall; 5; East Wheelock Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
27,28MAR2013:15:26:07,43.70302370,-72.28701420,in[batrlett],Bartlett Hall; 5; East Wheelock Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
27,28MAR2013:15:46:07,43.70296450,-72.28694980,in[batrlett],Bartlett Hall; 5; East Wheelock Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
27,28MAR2013:16:06:07,43.70420400,-72.28591160,,Ripley Hall; Ivy Lane; Hanover; Grafton County; New Hampshire; 03755; United States of America
27,28MAR2013:16:26:07,43.70415630,-72.28598740,in[ripley],Fayerweather Hill Parking; Observatory Road; Hanover; Grafton County; New Hampshire; 03755; United States of America
27,28MAR2013:16:46:07,43.70412660,-72.28596910,in[ripley],Fayerweather Hill Parking; Observatory Road; Hanover; Grafton County; New Hampshire; 03755; United States of America
27,28MAR2013:17:06:07,43.70419680,-72.28595770,in[ripley],Ripley Hall; Ivy Lane; Hanover; Grafton County; New Hampshire; 03755; United States of America
27,28MAR2013:17:25:56,43.70425730,-72.28582540,,Ripley Hall; Ivy Lane; Hanover; Grafton County; New Hampshire; 03755; United States of America
27,28MAR2013:17:46:07,43.70422100,-72.28595350,in[ripley],Ripley Hall; Ivy Lane; Hanover; Grafton County; New Hampshire; 03755; United States of America
27,28MAR2013:18:05:12,43.70249558,-72.28691918,,New Hampshire Hall; Vox Lane; Hanover; Grafton County; New Hampshire; 03755; United States of America
27,28MAR2013:18:26:08,43.70157990,-72.28813650,,Hopkins Center for the Arts; 4; East Wheelock Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
27,28MAR2013:18:46:07,43.70423990,-72.28595810,in[ripley],Ripley Hall; Ivy Lane; Hanover; Grafton County; New Hampshire; 03755; United States of America
27,28MAR2013:19:06:07,43.70422220,-72.28595570,in[ripley],Ripley Hall; Ivy Lane; Hanover; Grafton County; New Hampshire; 03755; United States of America
27,28MAR2013:19:26:07,43.70424950,-72.28588430,in[ripley],Ripley Hall; Ivy Lane; Hanover; Grafton County; New Hampshire; 03755; United States of America
27,28MAR2013:19:46:07,43.70424680,-72.28589720,in[ripley],Ripley Hall; Ivy Lane; Hanover; Grafton County; New Hampshire; 03755; United States of America
27,28MAR2013:20:06:07,43.70425820,-72.28585710,in[ripley],Ripley Hall; Ivy Lane; Hanover; Grafton County; New Hampshire; 03755; United States of America
