id,time,latitude,longitude,wifi,addr
15,27MAR2013:00:02:25,43.70404630,-72.29062060,in[massrow],North Massachusetts Hall; 14; Mass Row; Hanover; Grafton County; New Hampshire; 03755; United States of America
15,27MAR2013:00:22:25,43.70404050,-72.29058860,in[massrow],North Massachusetts Hall; 14; Mass Row; Hanover; Grafton County; New Hampshire; 03755; United States of America
15,27MAR2013:00:42:26,43.70512650,-72.29470460,,Murdough Center / Feldburg Library; 31; Tuck Mall; Hanover; Grafton County; New Hampshire; 03755; United States of America
15,27MAR2013:00:42:30,43.70511680,-72.29466730,,Murdough Center / Feldburg Library; 31; Tuck Mall; Hanover; Grafton County; New Hampshire; 03755; United States of America
15,27MAR2013:08:42:25,43.70410010,-72.29064290,in[massrow],North Massachusetts Hall; 14; Mass Row; Hanover; Grafton County; New Hampshire; 03755; United States of America
15,27MAR2013:11:05:10,43.70869090,-72.28364770,,Class of 1978 Life Sciences Center; 78; College Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
15,27MAR2013:11:45:06,43.70904700,-72.28439230,in[lsb],Class of 1978 Life Sciences Center; 78; College Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
15,27MAR2013:12:05:06,43.70906040,-72.28440210,in[lsb],Class of 1978 Life Sciences Center; 78; College Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
15,27MAR2013:12:25:10,43.70464581,-72.28869786,,Baker Lawn; Wentworth Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
15,27MAR2013:12:45:11,43.70317610,-72.29089350,,Class of 1953 Commons; 6; Mass Row; Hanover; Grafton County; New Hampshire; 03755; United States of America
15,27MAR2013:13:05:06,43.70315770,-72.29086010,in[53_commons],Class of 1953 Commons; 6; Mass Row; Hanover; Grafton County; New Hampshire; 03755; United States of America
15,27MAR2013:13:25:06,43.70316300,-72.29081790,in[53_commons],Class of 1953 Commons; 6; Mass Row; Hanover; Grafton County; New Hampshire; 03755; United States of America
15,27MAR2013:13:45:06,43.70425830,-72.29030690,in[massrow],Blunt Alumni Center Parking Lot; 20; N Main St; Hanover; Grafton County; New Hampshire; 03755; United States of America
15,27MAR2013:14:05:06,43.70419240,-72.29042830,in[massrow],North Massachusetts Hall; 14; Mass Row; Hanover; Grafton County; New Hampshire; 03755; United States of America
15,27MAR2013:14:25:06,43.70407770,-72.29057120,in[massrow],North Massachusetts Hall; 14; Mass Row; Hanover; Grafton County; New Hampshire; 03755; United States of America
15,27MAR2013:14:45:06,43.70413220,-72.29052850,in[massrow],North Massachusetts Hall; 14; Mass Row; Hanover; Grafton County; New Hampshire; 03755; United States of America
15,27MAR2013:18:45:06,43.70315540,-72.29080750,in[53_commons],Class of 1953 Commons; 6; Mass Row; Hanover; Grafton County; New Hampshire; 03755; United States of America
15,27MAR2013:19:05:06,43.70313690,-72.29081020,in[53_commons],Class of 1953 Commons; 6; Mass Row; Hanover; Grafton County; New Hampshire; 03755; United States of America
15,27MAR2013:19:25:06,43.70315990,-72.29082820,in[53_commons],Class of 1953 Commons; 6; Mass Row; Hanover; Grafton County; New Hampshire; 03755; United States of America
15,27MAR2013:19:45:06,43.70398670,-72.29055910,,North Massachusetts Hall; 14; Mass Row; Hanover; Grafton County; New Hampshire; 03755; United States of America
15,27MAR2013:20:05:06,43.70405500,-72.29058160,,North Massachusetts Hall; 14; Mass Row; Hanover; Grafton County; New Hampshire; 03755; United States of America
15,27MAR2013:20:25:06,43.70398500,-72.29055390,in[massrow],North Massachusetts Hall; 14; Mass Row; Hanover; Grafton County; New Hampshire; 03755; United States of America
15,27MAR2013:20:45:06,43.70405970,-72.29065820,in[massrow],Mass Parking Lot; 14; Mass Row; Hanover; Grafton County; New Hampshire; 03755; United States of America
15,27MAR2013:20:45:07,43.70405970,-72.29065820,,Mass Parking Lot; 14; Mass Row; Hanover; Grafton County; New Hampshire; 03755; United States of America
15,27MAR2013:23:25:06,43.70402580,-72.29068090,in[massrow],Mass Parking Lot; 14; Mass Row; Hanover; Grafton County; New Hampshire; 03755; United States of America
15,27MAR2013:23:45:06,43.70405820,-72.29053270,in[massrow],North Massachusetts Hall; 14; Mass Row; Hanover; Grafton County; New Hampshire; 03755; United States of America
15,28MAR2013:00:05:06,43.70416270,-72.29069520,in[massrow],North Massachusetts Hall; 14; Mass Row; Hanover; Grafton County; New Hampshire; 03755; United States of America
15,28MAR2013:00:25:06,43.70422160,-72.29076100,in[massrow],North Massachusetts Hall; 14; Mass Row; Hanover; Grafton County; New Hampshire; 03755; United States of America
15,28MAR2013:00:45:06,43.70396200,-72.29062030,in[massrow],MIddle Massachusetts Hall; 12; Mass Row; Hanover; Grafton County; New Hampshire; 03755; United States of America
15,28MAR2013:01:05:06,43.70402600,-72.29060940,in[massrow],North Massachusetts Hall; 14; Mass Row; Hanover; Grafton County; New Hampshire; 03755; United States of America
15,28MAR2013:01:05:07,43.70402600,-72.29060940,,North Massachusetts Hall; 14; Mass Row; Hanover; Grafton County; New Hampshire; 03755; United States of America
15,28MAR2013:15:36:31,43.70409120,-72.29059020,,North Massachusetts Hall; 14; Mass Row; Hanover; Grafton County; New Hampshire; 03755; United States of America
15,28MAR2013:16:16:35,43.70406330,-72.29060210,in[massrow],North Massachusetts Hall; 14; Mass Row; Hanover; Grafton County; New Hampshire; 03755; United States of America
15,28MAR2013:16:36:35,43.70403790,-72.29059900,in[massrow],North Massachusetts Hall; 14; Mass Row; Hanover; Grafton County; New Hampshire; 03755; United States of America
15,28MAR2013:16:36:36,43.70403430,-72.29058700,,North Massachusetts Hall; 14; Mass Row; Hanover; Grafton County; New Hampshire; 03755; United States of America
15,28MAR2013:17:16:35,43.70405230,-72.29056460,in[massrow],North Massachusetts Hall; 14; Mass Row; Hanover; Grafton County; New Hampshire; 03755; United States of America
15,28MAR2013:17:36:35,43.70404210,-72.29049130,in[massrow],North Massachusetts Hall; 14; Mass Row; Hanover; Grafton County; New Hampshire; 03755; United States of America
15,28MAR2013:18:16:35,43.70402050,-72.29055090,in[massrow],North Massachusetts Hall; 14; Mass Row; Hanover; Grafton County; New Hampshire; 03755; United States of America
15,28MAR2013:18:36:35,43.70411950,-72.29058700,in[massrow],North Massachusetts Hall; 14; Mass Row; Hanover; Grafton County; New Hampshire; 03755; United States of America
15,28MAR2013:18:56:35,43.70407980,-72.29062770,in[massrow],North Massachusetts Hall; 14; Mass Row; Hanover; Grafton County; New Hampshire; 03755; United States of America
15,28MAR2013:19:16:35,43.70401220,-72.29055840,in[massrow],North Massachusetts Hall; 14; Mass Row; Hanover; Grafton County; New Hampshire; 03755; United States of America
15,28MAR2013:19:36:35,43.70422240,-72.29031300,in[massrow],North Massachusetts Hall; 14; Mass Row; Hanover; Grafton County; New Hampshire; 03755; United States of America
15,28MAR2013:19:56:35,43.70401390,-72.29062740,in[massrow],North Massachusetts Hall; 14; Mass Row; Hanover; Grafton County; New Hampshire; 03755; United States of America
15,28MAR2013:20:16:35,43.70404260,-72.29059690,in[massrow],North Massachusetts Hall; 14; Mass Row; Hanover; Grafton County; New Hampshire; 03755; United States of America
