id,time,latitude,longitude,wifi,addr
13,28MAR2013:21:14:58,43.70662270,-72.28700190,,Sudikoff Hall; 9; Maynard Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
13,29MAR2013:00:13:44,43.65160940,-72.30995130,,State Route 10; Lebanon; Grafton County; New Hampshire; 03784; United States of America
13,29MAR2013:00:33:43,43.65161920,-72.30991200,,State Route 10; Lebanon; Grafton County; New Hampshire; 03784; United States of America
13,29MAR2013:00:53:43,43.65158890,-72.31001870,,State Route 10; Lebanon; Grafton County; New Hampshire; 03784; United States of America
13,29MAR2013:01:13:43,43.65161750,-72.30994130,,State Route 10; Lebanon; Grafton County; New Hampshire; 03784; United States of America
13,29MAR2013:01:33:43,43.65161440,-72.30994420,,State Route 10; Lebanon; Grafton County; New Hampshire; 03784; United States of America
13,29MAR2013:01:53:43,43.65161600,-72.30993950,,State Route 10; Lebanon; Grafton County; New Hampshire; 03784; United States of America
13,29MAR2013:02:13:43,43.65161700,-72.30993340,,State Route 10; Lebanon; Grafton County; New Hampshire; 03784; United States of America
13,29MAR2013:02:33:46,43.65184173,-72.30983794,,State Route 10; Lebanon; Grafton County; New Hampshire; 03784; United States of America
13,29MAR2013:02:53:43,43.65164480,-72.30987340,,State Route 10; Lebanon; Grafton County; New Hampshire; 03784; United States of America
13,29MAR2013:03:13:43,43.65165840,-72.30997720,,State Route 10; Lebanon; Grafton County; New Hampshire; 03784; United States of America
13,29MAR2013:03:33:43,43.65162990,-72.30992950,,State Route 10; Lebanon; Grafton County; New Hampshire; 03784; United States of America
13,29MAR2013:03:53:43,43.65164490,-72.30981840,,State Route 10; Lebanon; Grafton County; New Hampshire; 03784; United States of America
13,29MAR2013:04:13:43,43.65165750,-72.30998520,,State Route 10; Lebanon; Grafton County; New Hampshire; 03784; United States of America
13,29MAR2013:04:33:43,43.65166030,-72.30996570,,State Route 10; Lebanon; Grafton County; New Hampshire; 03784; United States of America
13,29MAR2013:04:53:43,43.65164620,-72.30982510,,State Route 10; Lebanon; Grafton County; New Hampshire; 03784; United States of America
13,29MAR2013:05:13:43,43.65165980,-72.30997110,,State Route 10; Lebanon; Grafton County; New Hampshire; 03784; United States of America
13,29MAR2013:05:33:43,43.65165790,-72.30997260,,State Route 10; Lebanon; Grafton County; New Hampshire; 03784; United States of America
13,29MAR2013:05:53:43,43.65164100,-72.30988690,,State Route 10; Lebanon; Grafton County; New Hampshire; 03784; United States of America
13,29MAR2013:06:13:43,43.65162840,-72.30993030,,State Route 10; Lebanon; Grafton County; New Hampshire; 03784; United States of America
13,29MAR2013:06:33:43,43.65162930,-72.30992710,,State Route 10; Lebanon; Grafton County; New Hampshire; 03784; United States of America
13,29MAR2013:06:53:43,43.65162930,-72.30992710,,State Route 10; Lebanon; Grafton County; New Hampshire; 03784; United States of America
13,29MAR2013:07:13:43,43.65165580,-72.30991240,,State Route 10; Lebanon; Grafton County; New Hampshire; 03784; United States of America
